SEQ_VALUE,MSG_FLAG,WRK_DT,INSERT_DATE,C_PER,S_PER,TFE_PER,MFE_PER,SIO2_PER,LOI_PER,MGO_PER,CAO_PER,P_PER,KLN_NO,MAT_TYPE,AL2O3_PER
4153,N,2021-11-15 00:00:00.000,2021-11-15 05:45:08.827,0,0,0,0,0,5.3,0,0,0,4,LIME,0
4144,N,2021-11-14 00:00:00.000,2021-11-14 22:00:08.470,1.62,0.0042,84.6,77.92,0,0,0,0,0,0,DRI,0
4145,N,2021-11-14 00:00:00.000,2021-11-14 22:00:08.453,1.92,0.0046,84.57,77.82,0,0,0,0,0,0,DRI,0
4146,N,2021-11-14 00:00:00.000,2021-11-14 22:00:08.427,2.01,0.0039,84.62,77.78,0,0,0,0,0,0,DRI,0
4147,N,2021-11-14 00:00:00.000,2021-11-14 22:00:08.357,1.96,0.005,84.69,78.05,0,0,0,0,0,0,DRI,0
4140,N,2021-11-14 00:00:00.000,2021-11-14 20:44:38.423,0,0,0,0,0,10.96,0,0,0,1,LIME,0
4141,N,2021-11-14 00:00:00.000,2021-11-14 20:44:38.407,0,0,0,0,0,4.76,0,0,0,2,DOLO,0
4142,N,2021-11-14 00:00:00.000,2021-11-14 20:44:38.380,0,0,0,0,0,10.82,0,0,0,3,LIME,0
4143,N,2021-11-14 00:00:00.000,2021-11-14 20:44:38.290,0,0,0,0,0,5.96,0,0,0,4,LIME,0
4138,N,2021-11-14 00:00:00.000,2021-11-14 14:06:37.887,1.82,0.0072,83.39,76.27,0,0,0,0,0,0,Fur,0
4134,N,2021-11-14 00:00:00.000,2021-11-14 14:05:08.007,1.36,0.0044,84.8,78.18,0,0,0,0,0,0,DRI,0
4135,N,2021-11-14 00:00:00.000,2021-11-14 14:05:07.997,1.47,0.0032,84.77,78.05,0,0,0,0,0,0,DRI,0
4136,N,2021-11-14 00:00:00.000,2021-11-14 14:05:07.970,1.62,0.0038,84.61,77.94,0,0,0,0,0,0,DRI,0
4137,N,2021-11-14 00:00:00.000,2021-11-14 14:05:07.897,1.72,0.0034,84.56,77.83,0,0,0,0,0,0,DRI,0
4130,N,2021-11-14 00:00:00.000,2021-11-14 13:27:37.997,0,0,0,0,1.52,11.78,27.16,58.03,0,1,LIME,0
4131,N,2021-11-14 00:00:00.000,2021-11-14 13:27:37.993,0,0,0,0,1.59,4.9,1.84,90.1,0,2,DOLO,0
4132,N,2021-11-14 00:00:00.000,2021-11-14 13:27:37.990,0,0,0,0,1.68,10.26,1.97,84.2,0,3,LIME,0
4133,N,2021-11-14 00:00:00.000,2021-11-14 13:27:37.870,0,0,0,0,1.63,6.94,1.72,87.89,0,4,LIME,0
4120,N,2021-11-14 00:00:00.000,2021-11-14 05:55:37.520,1.34,0.0046,84.71,78.21,0,0,0,0,0,0,DRI,0
4121,N,2021-11-14 00:00:00.000,2021-11-14 05:55:37.490,1.15,0.0043,84.68,78.14,0,0,0,0,0,0,DRI,0
4122,N,2021-11-14 00:00:00.000,2021-11-14 05:55:37.480,1.18,0.0045,84.73,78.26,0,0,0,0,0,0,DRI,0
4123,N,2021-11-14 00:00:00.000,2021-11-14 05:55:37.417,1.31,0.0052,84.61,77.96,0,0,0,0,0,0,DRI,0
4116,N,2021-11-14 00:00:00.000,2021-11-14 05:29:37.403,0,0,0,0,0,10.41,0,0,0,1,LIME,0
4117,N,2021-11-14 00:00:00.000,2021-11-14 05:29:37.400,0,0,0,0,0,5.26,0,0,0,2,DOLO,0
4118,N,2021-11-14 00:00:00.000,2021-11-14 05:29:37.397,0,0,0,0,0,10.62,0,0,0,3,LIME,0
4119,N,2021-11-14 00:00:00.000,2021-11-14 05:29:37.387,0,0,0,0,0,6.31,0,0,0,4,LIME,0
4112,N,2021-11-13 00:00:00.000,2021-11-13 22:01:07.037,1.44,0.0049,84.61,78.1,0,0,0,0,0,0,DRI,0
4113,N,2021-11-13 00:00:00.000,2021-11-13 22:01:07.023,1.23,0.0042,84.76,78.34,0,0,0,0,0,0,DRI,0
4114,N,2021-11-13 00:00:00.000,2021-11-13 22:01:06.997,1.3,0.0045,84.58,78.02,0,0,0,0,0,0,DRI,0
4115,N,2021-11-13 00:00:00.000,2021-11-13 22:01:06.930,1.39,0.005,84.65,78.18,0,0,0,0,0,0,DRI,0
4108,N,2021-11-13 00:00:00.000,2021-11-13 21:11:37.000,0,0,0,0,0,10.87,0,0,0,1,LIME,0
4109,N,2021-11-13 00:00:00.000,2021-11-13 21:11:36.993,0,0,0,0,0,5.1,0,0,0,2,DOLO,0
4110,N,2021-11-13 00:00:00.000,2021-11-13 21:11:36.967,0,0,0,0,0,11.78,0,0,0,3,LIME,0
4111,N,2021-11-13 00:00:00.000,2021-11-13 21:11:36.890,0,0,0,0,0,6.88,0,0,0,4,LIME,0
4107,N,2021-11-13 00:00:00.000,2021-11-13 16:02:36.587,1.66,0.0043,84.74,78.13,0,0,0,0,0,0,DRI,0
4103,N,2021-11-13 00:00:00.000,2021-11-13 14:24:36.513,0,0,0,0,1.56,10.48,27.95,58.48,0,1,LIME,0
4104,N,2021-11-13 00:00:00.000,2021-11-13 14:24:36.500,0,0,0,0,1.62,5.34,1.92,89.35,0,2,DOLO,0
4105,N,2021-11-13 00:00:00.000,2021-11-13 14:24:36.493,0,0,0,0,1.72,11.28,1.84,83.25,0,3,LIME,0
4106,N,2021-11-13 00:00:00.000,2021-11-13 14:24:36.483,0,0,0,0,1.66,6.48,1.68,88.33,0,4,LIME,0
4099,N,2021-11-12 00:00:00.000,2021-11-13 14:22:06.577,0,0,0,0,1.5,11.36,27.65,57.96,0,1,LIME,0
4100,N,2021-11-12 00:00:00.000,2021-11-13 14:22:06.563,0,0,0,0,1.65,5.12,1.62,90.02,0,2,DOLO,0
4101,N,2021-11-12 00:00:00.000,2021-11-13 14:22:06.533,0,0,0,0,1.7,13.9,2.01,80.46,0,3,LIME,0
4102,N,2021-11-12 00:00:00.000,2021-11-13 14:22:06.483,0,0,0,0,1.64,6.64,1.76,88.2,0,4,LIME,0
4095,N,2021-11-13 00:00:00.000,2021-11-13 13:53:36.553,1.5,0.0049,84.55,77.81,0,0,0,0,0,0,DRI,0
4096,N,2021-11-13 00:00:00.000,2021-11-13 13:53:36.543,1.66,0.0043,84.74,78.13,0,0,0,0,0,0,DRI,0
4097,N,2021-11-13 00:00:00.000,2021-11-13 13:53:36.517,1.45,0.0052,84.64,77.92,0,0,0,0,0,0,DRI,0
4098,N,2021-11-13 00:00:00.000,2021-11-13 13:53:36.460,1.53,0.0045,84.78,78.22,0,0,0,0,0,0,DRI,0
4091,N,2021-11-13 00:00:00.000,2021-11-13 06:01:36.113,1.44,0.0048,84.52,77.84,0,0,0,0,0,0,DRI,0
4092,N,2021-11-13 00:00:00.000,2021-11-13 06:01:36.097,1.52,0.0043,84.63,78.02,0,0,0,0,0,0,DRI,0
4093,N,2021-11-13 00:00:00.000,2021-11-13 06:01:36.067,1.48,0.005,84.71,78.16,0,0,0,0,0,0,DRI,0
4094,N,2021-11-13 00:00:00.000,2021-11-13 06:01:35.990,1.54,0.0045,84.65,78.01,0,0,0,0,0,0,DRI,0
4087,N,2021-11-13 00:00:00.000,2021-11-13 05:41:06.050,0,0,0,0,0,11.2,0,0,0,1,LIME,0
4088,N,2021-11-13 00:00:00.000,2021-11-13 05:41:06.003,0,0,0,0,0,5.65,0,0,0,2,DOLO,0
4089,N,2021-11-13 00:00:00.000,2021-11-13 05:41:06.000,0,0,0,0,0,11.85,0,0,0,3,LIME,0
4090,N,2021-11-13 00:00:00.000,2021-11-13 05:41:05.983,0,0,0,0,0,5.92,0,0,0,4,LIME,0
4083,N,2021-11-12 00:00:00.000,2021-11-12 21:59:05.580,1.21,0.0056,84.77,78.02,0,0,0,0,0,0,DRI,0
4084,N,2021-11-12 00:00:00.000,2021-11-12 21:59:05.540,1.28,0.0038,84.85,78.15,0,0,0,0,0,0,DRI,0
4085,N,2021-11-12 00:00:00.000,2021-11-12 21:59:05.537,1.19,0.0032,84.68,77.95,0,0,0,0,0,0,DRI,0
4086,N,2021-11-12 00:00:00.000,2021-11-12 21:59:05.523,1.35,0.0052,84.86,78.18,0,0,0,0,0,0,DRI,0
4080,N,2021-11-12 00:00:00.000,2021-11-12 21:32:05.600,0,0,0,0,0,10.82,0,0,0,1,LIME,0
4081,N,2021-11-12 00:00:00.000,2021-11-12 21:32:05.570,0,0,0,0,0,12.64,0,0,0,3,LIME,0
4082,N,2021-11-12 00:00:00.000,2021-11-12 21:32:05.497,0,0,0,0,0,6.37,0,0,0,4,LIME,0
4067,N,2021-11-12 00:00:00.000,2021-11-12 13:52:05.100,1.39,0.0047,84.61,78.07,0,0,0,0,0,0,DRI,0
4068,N,2021-11-12 00:00:00.000,2021-11-12 13:52:05.093,1.32,0.0043,84.7,78.23,0,0,0,0,0,0,DRI,0
4069,N,2021-11-12 00:00:00.000,2021-11-12 13:52:05.063,1.43,0.0052,84.53,77.87,0,0,0,0,0,0,DRI,0
4070,N,2021-11-12 00:00:00.000,2021-11-12 13:52:05.040,1.25,0.0045,84.65,77.95,0,0,0,0,0,0,DRI,0
4066,N,2021-11-12 00:00:00.000,2021-11-12 13:49:35.040,1.68,0.0068,83.25,75.97,0,0,0,0,0,0,Fur,0
4065,N,2021-11-12 00:00:00.000,2021-11-12 05:53:34.587,1.34,0.0042,84.45,77.91,0,0,0,0,0,0,DRI,0
4062,N,2021-11-12 00:00:00.000,2021-11-12 05:17:34.577,1.34,0.0035,84.5,77.93,0,0,0,0,0,0,DRI,0
4063,N,2021-11-12 00:00:00.000,2021-11-12 05:17:34.560,1.4,0.0045,84.59,78.06,0,0,0,0,0,0,DRI,0
4064,N,2021-11-12 00:00:00.000,2021-11-12 05:17:34.530,1.36,0.005,84.48,77.85,0,0,0,0,0,0,DRI,0
4058,N,2021-11-12 00:00:00.000,2021-11-12 05:15:34.623,0,0,0,0,0,10.15,0,0,0,1,LIME,0
4059,N,2021-11-12 00:00:00.000,2021-11-12 05:15:34.620,0,0,0,0,0,4.91,0,0,0,2,DOLO,0
4060,N,2021-11-12 00:00:00.000,2021-11-12 05:15:34.577,0,0,0,0,0,10.62,0,0,0,3,LIME,0
4061,N,2021-11-12 00:00:00.000,2021-11-12 05:15:34.530,0,0,0,0,0,6.21,0,0,0,4,LIME,0
4054,N,2021-11-11 00:00:00.000,2021-11-11 22:06:04.150,1.45,0.0042,84.42,77.86,0,0,0,0,0,0,DRI,0
4055,N,2021-11-11 00:00:00.000,2021-11-11 22:06:04.140,1.4,0.0052,84.53,77.91,0,0,0,0,0,0,DRI,0
4056,N,2021-11-11 00:00:00.000,2021-11-11 22:06:04.130,1.37,0.0044,84.59,78.07,0,0,0,0,0,0,DRI,0
4057,N,2021-11-11 00:00:00.000,2021-11-11 22:06:04.113,1.52,0.0037,84.51,77.86,0,0,0,0,0,0,DRI,0
4050,N,2021-11-11 00:00:00.000,2021-11-11 21:42:04.207,0,0,0,0,0,9.54,0,0,0,1,LIME,0
4051,N,2021-11-11 00:00:00.000,2021-11-11 21:42:04.200,0,0,0,0,0,4.52,0,0,0,2,DOLO,0
4052,N,2021-11-11 00:00:00.000,2021-11-11 21:42:04.170,0,0,0,0,0,1.15,0,0,0,3,LIME,0
4053,N,2021-11-11 00:00:00.000,2021-11-11 21:42:04.097,0,0,0,0,0,7.13,0,0,0,4,LIME,0
4041,N,2021-11-11 00:00:00.000,2021-11-11 14:10:03.747,0,0,0,0,1.56,10.26,28.37,58.24,0,1,LIME,0
4042,N,2021-11-11 00:00:00.000,2021-11-11 14:10:03.730,0,0,0,0,1.61,4.82,1.72,90.22,0,2,DOLO,0
4043,N,2021-11-11 00:00:00.000,2021-11-11 14:10:03.723,0,0,0,0,1.74,12.1,1.92,82.34,0,3,LIME,0
4044,N,2021-11-11 00:00:00.000,2021-11-11 14:10:03.660,0,0,0,0,1.67,6.8,1.84,87.88,0,4,LIME,0
4037,N,2021-11-11 00:00:00.000,2021-11-11 13:49:33.700,1.59,0.0043,84.39,77.84,0,0,0,0,0,0,DRI,0
4038,N,2021-11-11 00:00:00.000,2021-11-11 13:49:33.683,1.72,0.0049,84.48,77.96,0,0,0,0,0,0,DRI,0
4039,N,2021-11-11 00:00:00.000,2021-11-11 13:49:33.680,1.87,0.004,84.31,77.72,0,0,0,0,0,0,DRI,0
4040,N,2021-11-11 00:00:00.000,2021-11-11 13:49:33.617,1.79,0.0045,84.26,77.62,0,0,0,0,0,0,DRI,0
4036,N,2021-11-11 00:00:00.000,2021-11-11 13:23:03.597,1.56,0.0072,83.19,75.89,0,0,0,0,0,0,Fur,0
4035,N,2021-11-11 00:00:00.000,2021-11-11 05:58:03.157,1.2,0.0056,84.26,77.66,0,0,0,0,0,0,DRI,0
4032,N,2021-11-11 00:00:00.000,2021-11-11 05:37:33.200,1.11,0.0049,84.48,77.86,0,0,0,0,0,0,DRI,0
4033,N,2021-11-11 00:00:00.000,2021-11-11 05:37:33.170,1.08,0.0042,84.41,77.9,0,0,0,0,0,0,DRI,0
4034,N,2021-11-11 00:00:00.000,2021-11-11 05:37:33.157,1.14,0.0052,84.35,77.7,0,0,0,0,0,0,DRI,0
4028,N,2021-11-11 00:00:00.000,2021-11-11 05:35:03.233,0,0,0,0,0,10.58,0,0,0,1,LIME,0
4029,N,2021-11-11 00:00:00.000,2021-11-11 05:35:03.207,0,0,0,0,0,5.36,0,0,0,2,DOLO,0
4030,N,2021-11-11 00:00:00.000,2021-11-11 05:35:03.197,0,0,0,0,0,11.21,0,0,0,3,LIME,0
4031,N,2021-11-11 00:00:00.000,2021-11-11 05:35:03.147,0,0,0,0,0,6.1,0,0,0,4,LIME,0
4025,N,2021-11-10 00:00:00.000,2021-11-10 22:06:02.703,1.15,0.0064,84.54,78.11,0,0,0,0,0,0,DRI,0
4026,N,2021-11-10 00:00:00.000,2021-11-10 22:06:02.700,1.21,0.0038,84.44,77.86,0,0,0,0,0,0,DRI,0
4027,N,2021-11-10 00:00:00.000,2021-11-10 22:06:02.693,1.13,0.0057,84.4,77.74,0,0,0,0,0,0,DRI,0
4024,N,2021-11-10 00:00:00.000,2021-11-10 22:05:32.690,1.19,0.0047,84.47,77.85,0,0,0,0,0,0,DRI,0
4020,N,2021-11-10 00:00:00.000,2021-11-10 21:47:02.740,0,0,0,0,0,11.64,0,0,0,1,LIME,0
4021,N,2021-11-10 00:00:00.000,2021-11-10 21:47:02.733,0,0,0,0,0,4.83,0,0,0,2,DOLO,0
4022,N,2021-11-10 00:00:00.000,2021-11-10 21:47:02.707,0,0,0,0,0,13.57,0,0,0,3,LIME,0
4023,N,2021-11-10 00:00:00.000,2021-11-10 21:47:02.690,0,0,0,0,0,6.27,0,0,0,4,LIME,0
4012,N,2021-11-10 00:00:00.000,2021-11-10 14:03:35.767,1.13,0.0061,84.08,77.44,0,0,0,0,0,0,DRI,0
4013,N,2021-11-10 00:00:00.000,2021-11-10 14:03:35.577,1.26,0.0064,84.19,77.64,0,0,0,0,0,0,DRI,0
4014,N,2021-11-10 00:00:00.000,2021-11-10 14:03:35.360,1.31,0.0058,84.32,77.86,0,0,0,0,0,0,DRI,0
4015,N,2021-11-10 00:00:00.000,2021-11-10 14:03:32.307,1.25,0.0062,84.43,78.05,0,0,0,0,0,0,DRI,0
4008,N,2021-11-10 00:00:00.000,2021-11-10 13:55:32.250,0,0,0,0,1.53,11.05,27.16,58.7,0,1,LIME,0
4009,N,2021-11-10 00:00:00.000,2021-11-10 13:55:32.243,0,0,0,0,1.62,5.25,1.81,89.53,0,2,DOLO,0
4010,N,2021-11-10 00:00:00.000,2021-11-10 13:55:32.240,0,0,0,0,1.72,10.04,1.96,84.51,0,3,LIME,0
4011,N,2021-11-10 00:00:00.000,2021-11-10 13:55:32.237,0,0,0,0,1.61,6.53,1.9,88.12,0,4,LIME,0
3992,N,2021-11-09 00:00:00.000,2021-11-10 10:43:04.703,0,0,0,0,0,9.48,0,0,0,1,LIME,0
3993,N,2021-11-09 00:00:00.000,2021-11-10 10:43:04.693,0,0,0,0,0,4.92,0,0,0,2,DOLO,0
3994,N,2021-11-09 00:00:00.000,2021-11-10 10:43:04.690,0,0,0,0,0,11.13,0,0,0,3,LIME,0
3995,N,2021-11-09 00:00:00.000,2021-11-10 10:43:04.687,0,0,0,0,0,5.85,0,0,0,4,LIME,0
3996,N,2021-11-09 00:00:00.000,2021-11-10 10:43:04.683,1.2,0.0052,84.51,77.91,0,0,0,0,0,0,DRI,0
3997,N,2021-11-09 00:00:00.000,2021-11-10 10:43:04.677,1.09,0.0036,84.59,78.04,0,0,0,0,0,0,DRI,0
3999,N,2021-11-09 00:00:00.000,2021-11-10 10:43:04.670,1.16,0.0065,84.4,77.91,0,0,0,0,0,0,DRI,0
3998,N,2021-11-09 00:00:00.000,2021-11-10 10:43:04.670,1.39,0.0042,84.47,77.85,0,0,0,0,0,0,DRI,0
4000,N,2021-11-10 00:00:00.000,2021-11-10 10:43:04.663,0,0,0,0,0,9.61,0,0,0,1,LIME,0
4001,N,2021-11-10 00:00:00.000,2021-11-10 10:43:04.660,0,0,0,0,0,5.1,0,0,0,2,DOLO,0
4003,N,2021-11-10 00:00:00.000,2021-11-10 10:43:04.630,0,0,0,0,0,5.48,0,0,0,4,LIME,0
4002,N,2021-11-10 00:00:00.000,2021-11-10 10:43:04.630,0,0,0,0,0,10.68,0,0,0,3,LIME,0
4004,N,2021-11-10 00:00:00.000,2021-11-10 10:43:04.623,1.14,0.0053,84.3,77.77,0,0,0,0,0,0,DRI,0
4005,N,2021-11-10 00:00:00.000,2021-11-10 10:43:04.603,1.12,0.0049,84.48,77.86,0,0,0,0,0,0,DRI,0
4006,N,2021-11-10 00:00:00.000,2021-11-10 10:43:04.577,1.16,0.0052,84.38,77.9,0,0,0,0,0,0,DRI,0
4007,N,2021-11-10 00:00:00.000,2021-11-10 10:43:04.567,1.07,0.0055,84.32,77.79,0,0,0,0,0,0,DRI,0
3991,N,2021-11-09 00:00:00.000,2021-11-09 14:08:32.060,1.09,0.0056,84.41,77.88,0,0,0,0,0,0,DRI,0
3990,N,2021-11-09 00:00:00.000,2021-11-09 13:55:02.197,1.45,0.0087,83.24,75.82,0,0,0,0,0,0,Fur,0
3986,N,2021-11-09 00:00:00.000,2021-11-09 13:54:02.567,1.09,0.0056,84.41,77.88,0,0,0,0,0,0,DRI,0
3987,N,2021-11-09 00:00:00.000,2021-11-09 13:54:02.410,1.07,0.0061,84.26,77.67,0,0,0,0,0,0,DRI,0
3988,N,2021-11-09 00:00:00.000,2021-11-09 13:54:02.290,1.1,0.0063,84.35,77.86,0,0,0,0,0,0,DRI,0
3989,N,2021-11-09 00:00:00.000,2021-11-09 13:54:02.177,1.06,0.0058,84.41,78.02,0,0,0,0,0,0,DRI,0
3983,N,2021-11-09 00:00:00.000,2021-11-09 13:46:32.053,0,0,0,0,1.67,5.86,1.84,88.84,0,2,DOLO,0
3982,N,2021-11-09 00:00:00.000,2021-11-09 13:46:32.053,0,0,0,0,1.5,11.28,27.1,58.56,0,1,LIME,0
3984,N,2021-11-09 00:00:00.000,2021-11-09 13:46:32.050,0,0,0,0,1.73,12.3,2.01,82.03,0,3,LIME,0
3985,N,2021-11-09 00:00:00.000,2021-11-09 13:46:32.047,0,0,0,0,1.64,5.4,1.92,89.27,0,4,LIME,0
3978,N,2021-11-05 00:00:00.000,2021-11-09 12:45:32.030,0,0,0,0,1.87,9.38,2.1,84.73,0,1,LIME,0
3979,N,2021-11-05 00:00:00.000,2021-11-09 12:45:32.007,0,0,0,0,1.59,5.66,29.92,61.3,0,2,DOLO,0
3980,N,2021-11-05 00:00:00.000,2021-11-09 12:45:31.983,0,0,0,0,0,12.78,0,0,0,3,LIME,0
3981,N,2021-11-05 00:00:00.000,2021-11-09 12:45:31.977,0,0,0,0,0,8.6,0,0,0,4,LIME,0
3977,N,2021-11-09 00:00:00.000,2021-11-09 05:58:02.763,1.12,0.005,84.32,77.68,0,0,0,0,0,0,DRI,0
3974,N,2021-11-09 00:00:00.000,2021-11-09 05:55:32.310,1.14,0.0043,84.21,77.57,0,0,0,0,0,0,DRI,0
3975,N,2021-11-09 00:00:00.000,2021-11-09 05:55:32.297,1.17,0.0036,84.18,77.53,0,0,0,0,0,0,DRI,0
3976,N,2021-11-09 00:00:00.000,2021-11-09 05:55:32.277,1.21,0.0042,84.29,77.72,0,0,0,0,0,0,DRI,0
3970,N,2021-11-09 00:00:00.000,2021-11-09 05:20:32.497,0,0,0,0,0,10.51,0,0,0,1,LIME,0
3971,N,2021-11-09 00:00:00.000,2021-11-09 05:20:32.413,0,0,0,0,0,5.31,0,0,0,2,DOLO,0
3972,N,2021-11-09 00:00:00.000,2021-11-09 05:20:32.220,0,0,0,0,0,9.89,0,0,0,3,LIME,0
3973,N,2021-11-09 00:00:00.000,2021-11-09 05:20:32.173,0,0,0,0,0,5.96,0,0,0,4,LIME,0
3964,N,2021-11-08 00:00:00.000,2021-11-08 22:07:31.593,1.07,0.0043,84.3,77.66,0,0,0,0,0,0,DRI,0
3965,N,2021-11-08 00:00:00.000,2021-11-08 22:07:31.570,1.03,0.0052,84.25,77.54,0,0,0,0,0,0,DRI,0
3966,N,2021-11-08 00:00:00.000,2021-11-08 22:07:31.183,1.34,0.0036,84.36,77.74,0,0,0,0,0,0,DRI,0
3967,N,2021-11-08 00:00:00.000,2021-11-08 22:07:31.157,1.18,0.0048,84.32,77.64,0,0,0,0,0,0,DRI,0
3960,N,2021-11-08 00:00:00.000,2021-11-08 21:10:31.840,0,0,0,0,0,10.26,0,0,0,1,LIME,0
3961,N,2021-11-08 00:00:00.000,2021-11-08 21:10:31.717,0,0,0,0,0,5.13,0,0,0,2,DOLO,0
3962,N,2021-11-08 00:00:00.000,2021-11-08 21:10:31.090,0,0,0,0,0,10.16,0,0,0,3,LIME,0
3963,N,2021-11-08 00:00:00.000,2021-11-08 21:10:31.057,0,0,0,0,0,6.36,0,0,0,4,LIME,0
3950,N,2021-11-08 00:00:00.000,2021-11-08 14:09:30.690,1.1,0.0036,84.01,77.18,0,0,0,0,0,0,DRI,0
3951,N,2021-11-08 00:00:00.000,2021-11-08 14:09:30.667,1.01,0.0042,84.1,77.38,0,0,0,0,0,0,DRI,0
3952,N,2021-11-08 00:00:00.000,2021-11-08 14:09:30.663,0.97,0.0058,84.21,77.62,0,0,0,0,0,0,DRI,0
3953,N,2021-11-08 00:00:00.000,2021-11-08 14:09:30.653,0.91,0.0064,84.06,77.41,0,0,0,0,0,0,DRI,0
3946,N,2021-11-08 00:00:00.000,2021-11-08 13:47:00.810,0,0,0,0,1.57,11.9,26.78,58.21,0,1,LIME,0
3947,N,2021-11-08 00:00:00.000,2021-11-08 13:47:00.780,0,0,0,0,1.61,4.95,1.72,90.12,0,2,DOLO,0
3948,N,2021-11-08 00:00:00.000,2021-11-08 13:47:00.743,0,0,0,0,1.7,9.32,1.97,85.11,0,3,LIME,0
3949,N,2021-11-08 00:00:00.000,2021-11-08 13:47:00.680,0,0,0,0,1.67,5.9,1.82,88.8,0,4,LIME,0
3942,N,2021-11-08 00:00:00.000,2021-11-08 06:02:30.210,0.52,0.0031,83.44,75.06,0,0,0,0,0,0,DRI,0
3943,N,2021-11-08 00:00:00.000,2021-11-08 06:02:30.203,1.82,0.0041,83.72,75.78,0,0,0,0,0,0,DRI,0
3944,N,2021-11-08 00:00:00.000,2021-11-08 06:02:30.177,1.87,0.0045,83.65,76.05,0,0,0,0,0,0,DRI,0
3945,N,2021-11-08 00:00:00.000,2021-11-08 06:02:30.153,1.14,0.0039,83.84,76.64,0,0,0,0,0,0,DRI,0
3938,N,2021-11-08 00:00:00.000,2021-11-08 05:44:00.200,0,0,0,0,0,10.12,0,0,0,1,LIME,0
3939,N,2021-11-08 00:00:00.000,2021-11-08 05:44:00.163,0,0,0,0,0,5.41,0,0,0,2,DOLO,0
3940,N,2021-11-08 00:00:00.000,2021-11-08 05:44:00.160,0,0,0,0,0,12.45,0,0,0,3,LIME,0
3941,N,2021-11-08 00:00:00.000,2021-11-08 05:44:00.150,0,0,0,0,0,6.93,0,0,0,4,LIME,0
3934,N,2021-11-07 00:00:00.000,2021-11-07 22:18:59.743,1.04,0.0039,84.05,77.34,0,0,0,0,0,0,DRI,0
3935,N,2021-11-07 00:00:00.000,2021-11-07 22:18:59.727,0.97,0.0045,84.02,77.23,0,0,0,0,0,0,DRI,0
3936,N,2021-11-07 00:00:00.000,2021-11-07 22:18:59.700,0.73,0.0056,83.94,76.93,0,0,0,0,0,0,DRI,0
