SEQ_VALUE,MSG_FLAG,WRK_DT,INSERT_DATE,C_PER,S_PER,TFE_PER,MFE_PER,SIO2_PER,LOI_PER,MGO_PER,CAO_PER,P_PER,KLN_NO,MAT_TYPE,AL2O3_PER
3406,N,2021-10-21 00:00:00.000,2021-10-21 14:17:57.137,2.06,0.004,83.49,76.34,0,0,0,0,0,0,DRI,0
3407,N,2021-10-21 00:00:00.000,2021-10-21 14:17:57.107,1.99,0.0043,83.73,76.9,0,0,0,0,0,0,DRI,0
3400,N,2021-10-21 00:00:00.000,2021-10-21 14:00:27.147,0,0,0,0,1.62,8.84,1.72,85.95,0,1,LIME,0
3401,N,2021-10-21 00:00:00.000,2021-10-21 14:00:27.103,0,0,0,0,1.52,5.24,30.92,60.79,0,2,DOLO,0
3402,N,2021-10-21 00:00:00.000,2021-10-21 14:00:27.100,0,0,0,0,1.66,14.56,1.68,80.16,0,3,LIME,0
3403,N,2021-10-21 00:00:00.000,2021-10-21 14:00:27.080,0,0,0,0,1.62,8.54,1.84,86.11,0,4,LIME,0
3394,N,2021-10-21 00:00:00.000,2021-10-21 05:51:56.660,1.44,0.0039,83.85,77.03,0,0,0,0,0,0,DRI,0
3395,N,2021-10-21 00:00:00.000,2021-10-21 05:51:56.613,1.64,0.0042,84.25,77.52,0,0,0,0,0,0,DRI,0
3396,N,2021-10-21 00:00:00.000,2021-10-21 05:51:56.610,1.48,0.0049,84.19,77.39,0,0,0,0,0,0,DRI,0
3397,N,2021-10-21 00:00:00.000,2021-10-21 05:51:56.603,2.08,0.0052,84.1,77.21,0,0,0,0,0,0,DRI,0
3390,N,2021-10-21 00:00:00.000,2021-10-21 05:47:56.670,0,0,0,0,0,12.69,0,0,0,1,LIME,0
3391,N,2021-10-21 00:00:00.000,2021-10-21 05:47:56.633,0,0,0,0,0,6.19,0,0,0,2,DOLO,0
3392,N,2021-10-21 00:00:00.000,2021-10-21 05:47:56.627,0,0,0,0,0,13.85,0,0,0,3,LIME,0
3393,N,2021-10-21 00:00:00.000,2021-10-21 05:47:56.603,0,0,0,0,0,8.23,0,0,0,4,LIME,0
3384,N,2021-10-20 00:00:00.000,2021-10-20 22:05:26.207,1.46,0.0028,83.87,76.86,0,0,0,0,0,0,DRI,0
3385,N,2021-10-20 00:00:00.000,2021-10-20 22:05:26.187,1.38,0.0037,83.67,76.51,0,0,0,0,0,0,DRI,0
3386,N,2021-10-20 00:00:00.000,2021-10-20 22:05:26.170,1.45,0.0042,83.73,76.75,0,0,0,0,0,0,DRI,0
3387,N,2021-10-20 00:00:00.000,2021-10-20 22:05:26.150,1.51,0.0045,83.8,76.91,0,0,0,0,0,0,DRI,0
3380,N,2021-10-20 00:00:00.000,2021-10-20 21:45:26.207,0,0,0,0,0,13.25,0,0,0,1,LIME,0
3381,N,2021-10-20 00:00:00.000,2021-10-20 21:45:26.200,0,0,0,0,0,6.37,0,0,0,2,DOLO,0
3382,N,2021-10-20 00:00:00.000,2021-10-20 21:45:26.197,0,0,0,0,0,14.52,0,0,0,3,LIME,0
3383,N,2021-10-20 00:00:00.000,2021-10-20 21:45:26.133,0,0,0,0,0,8.92,0,0,0,4,LIME,0
3372,N,2021-10-20 00:00:00.000,2021-10-20 15:50:25.780,1.45,0.0038,83.82,76.76,0,0,0,0,0,0,DRI,0
3368,N,2021-10-20 00:00:00.000,2021-10-20 13:55:55.710,1.23,0.0044,83.7,76.27,0,0,0,0,0,0,DRI,0
3369,N,2021-10-20 00:00:00.000,2021-10-20 13:55:55.707,1.45,0.0038,83.82,76.76,0,0,0,0,0,0,DRI,0
3370,N,2021-10-20 00:00:00.000,2021-10-20 13:55:55.677,1.49,0.0034,83.9,76.39,0,0,0,0,0,0,DRI,0
3371,N,2021-10-20 00:00:00.000,2021-10-20 13:55:55.653,1.5,0.0039,83.76,76.67,0,0,0,0,0,0,DRI,0
3364,N,2021-10-20 00:00:00.000,2021-10-20 13:34:55.720,0,0,0,0,1.64,14.56,1.65,80.35,0,1,LIME,0
3365,N,2021-10-20 00:00:00.000,2021-10-20 13:34:55.707,0,0,0,0,1.49,5.9,30.65,60.38,0,2,DOLO,0
3366,N,2021-10-20 00:00:00.000,2021-10-20 13:34:55.697,0,0,0,0,1.61,14.1,1.82,80.73,0,3,LIME,0
3367,N,2021-10-20 00:00:00.000,2021-10-20 13:34:55.653,0,0,0,0,1.54,7.65,1.62,87.44,0,4,LIME,0
3360,N,2021-10-20 00:00:00.000,2021-10-20 06:00:25.280,1.38,0.0049,84.23,77.58,0,0,0,0,0,0,DRI,0
3361,N,2021-10-20 00:00:00.000,2021-10-20 06:00:25.247,1.36,0.0041,84.08,77.39,0,0,0,0,0,0,DRI,0
3362,N,2021-10-20 00:00:00.000,2021-10-20 06:00:25.243,1.16,0.0051,84.01,77.15,0,0,0,0,0,0,DRI,0
3363,N,2021-10-20 00:00:00.000,2021-10-20 06:00:25.240,1.74,0.0039,84.1,76.98,0,0,0,0,0,0,DRI,0
3350,N,2021-10-20 00:00:00.000,2021-10-20 05:37:25.243,0,0,0,0,0,10.25,0,0,0,1,LIME,0
3351,N,2021-10-20 00:00:00.000,2021-10-20 05:37:25.230,0,0,0,0,0,6.96,0,0,0,2,DOLO,0
3352,N,2021-10-20 00:00:00.000,2021-10-20 05:37:25.207,0,0,0,0,0,13.56,0,0,0,3,LIME,0
3353,N,2021-10-20 00:00:00.000,2021-10-20 05:37:25.180,0,0,0,0,0,9.25,0,0,0,4,LIME,0
3340,N,2021-10-19 00:00:00.000,2021-10-19 21:46:24.733,0,0,0,0,0,6.47,0,0,0,2,DOLO,0
3341,N,2021-10-19 00:00:00.000,2021-10-19 21:46:24.713,0,0,0,0,0,1.19,0,0,0,3,LIME,0
3333,N,2021-10-19 00:00:00.000,2021-10-19 13:34:24.223,1.68,0.0085,83.25,76.15,0,0,0,0,0,0,Fur,0
3327,N,2021-10-19 00:00:00.000,2021-10-19 13:32:54.293,1.68,0.0085,83.25,76.15,0,0,0,0,0,0,Fur,0
3328,N,2021-10-19 00:00:00.000,2021-10-19 13:32:54.290,0,0,0,0,0,0,0,0,0,0,Fur,0
3329,N,2021-10-19 00:00:00.000,2021-10-19 13:32:54.283,0,0,0,0,0,0,0,0,0,0,Fur,0
3330,N,2021-10-19 00:00:00.000,2021-10-19 13:32:54.253,0,0,0,0,0,0,0,0,0,0,Fur,0
3331,N,2021-10-19 00:00:00.000,2021-10-19 13:32:54.247,0,0,0,0,0,0,0,0,0,0,Fur,0
3332,N,2021-10-19 00:00:00.000,2021-10-19 13:32:54.223,0,0,0,0,0,0,0,0,0,0,Fur,0
3324,N,2021-10-19 00:00:00.000,2021-10-19 13:30:54.263,1.27,0.0038,84.15,77.51,0,0,0,0,0,0,DRI,0
3325,N,2021-10-19 00:00:00.000,2021-10-19 13:30:54.260,1.34,0.0043,84.22,77.64,0,0,0,0,0,0,DRI,0
3326,N,2021-10-19 00:00:00.000,2021-10-19 13:30:54.223,1.28,0.0052,84.11,77.45,0,0,0,0,0,0,DRI,0
3320,N,2021-10-19 00:00:00.000,2021-10-19 13:27:24.287,0,0,0,0,1.67,7.14,1.68,87.66,0,1,LIME,0
3321,N,2021-10-19 00:00:00.000,2021-10-19 13:27:24.280,0,0,0,0,1.52,5.82,30.78,60.3,0,2,DOLO,0
3322,N,2021-10-19 00:00:00.000,2021-10-19 13:27:24.277,0,0,0,0,1.63,10.87,1.84,83.76,0,3,LIME,0
3323,N,2021-10-19 00:00:00.000,2021-10-19 13:27:24.223,0,0,0,0,1.56,4.88,1.64,90.27,0,4,LIME,0
3313,N,2021-10-19 00:00:00.000,2021-10-19 05:56:23.837,1.17,0.0053,84.04,77.22,0,0,0,0,0,0,DRI,0
3314,N,2021-10-19 00:00:00.000,2021-10-19 05:56:23.833,1.21,0.0045,84.13,77.6,0,0,0,0,0,0,DRI,0
3315,N,2021-10-19 00:00:00.000,2021-10-19 05:56:23.803,1.19,0.0039,84.06,77.48,0,0,0,0,0,0,DRI,0
3316,N,2021-10-19 00:00:00.000,2021-10-19 05:56:23.777,1.2,0.0041,84.09,77.28,0,0,0,0,0,0,DRI,0
3309,N,2021-10-19 00:00:00.000,2021-10-19 05:52:23.820,0,0,0,0,0,6.51,0,0,0,1,LIME,0
3310,N,2021-10-19 00:00:00.000,2021-10-19 05:52:23.783,0,0,0,0,0,5.48,0,0,0,2,DOLO,0
3311,N,2021-10-19 00:00:00.000,2021-10-19 05:52:23.780,0,0,0,0,0,12.21,0,0,0,3,LIME,0
3312,N,2021-10-19 00:00:00.000,2021-10-19 05:52:23.777,0,0,0,0,0,5.89,0,0,0,4,LIME,0
3305,N,2021-10-18 00:00:00.000,2021-10-18 22:06:53.367,1.22,0.0052,84.27,77.71,0,0,0,0,0,0,DRI,0
3306,N,2021-10-18 00:00:00.000,2021-10-18 22:06:53.343,1.34,0.0036,84.15,77.48,0,0,0,0,0,0,DRI,0
3307,N,2021-10-18 00:00:00.000,2021-10-18 22:06:53.330,1.18,0.0064,84.07,77.23,0,0,0,0,0,0,DRI,0
3308,N,2021-10-18 00:00:00.000,2021-10-18 22:06:53.307,1.26,0.0072,84.02,77.16,0,0,0,0,0,0,DRI,0
3301,N,2021-10-18 00:00:00.000,2021-10-18 21:49:53.363,0,0,0,0,0,6.37,0,0,0,1,LIME,0
3302,N,2021-10-18 00:00:00.000,2021-10-18 21:49:53.333,0,0,0,0,0,5.84,0,0,0,2,DOLO,0
3303,N,2021-10-18 00:00:00.000,2021-10-18 21:49:53.330,0,0,0,0,0,14.62,0,0,0,3,LIME,0
3304,N,2021-10-18 00:00:00.000,2021-10-18 21:49:53.300,0,0,0,0,0,6.14,0,0,0,4,LIME,0
3300,N,2021-10-18 00:00:00.000,2021-10-18 16:10:22.963,1.35,0.0056,84.11,77.47,0,0,0,0,0,0,DRI,0
3294,N,2021-10-18 00:00:00.000,2021-10-18 14:02:52.900,1.35,0.005,84.04,77.39,0,0,0,0,0,0,DRI,0
3295,N,2021-10-18 00:00:00.000,2021-10-18 14:02:52.883,1.37,0.0054,84.16,77.57,0,0,0,0,0,0,DRI,0
3296,N,2021-10-18 00:00:00.000,2021-10-18 14:02:52.853,1.3,0.005,84.2,77.71,0,0,0,0,0,0,DRI,0
3297,N,2021-10-18 00:00:00.000,2021-10-18 14:02:52.830,1.35,0.0056,84.11,77.47,0,0,0,0,0,0,DRI,0
3290,N,2021-10-18 00:00:00.000,2021-10-18 13:47:52.890,0,0,0,0,1.63,6.12,1.92,88.52,0,1,LIME,0
3291,N,2021-10-18 00:00:00.000,2021-10-18 13:47:52.880,0,0,0,0,1.56,6.1,30.14,60.67,0,2,DOLO,0
3292,N,2021-10-18 00:00:00.000,2021-10-18 13:47:52.850,0,0,0,0,1.66,11.24,1.68,83.55,0,3,LIME,0
3293,N,2021-10-18 00:00:00.000,2021-10-18 13:47:52.827,0,0,0,0,1.59,5.95,1.82,88.89,0,4,LIME,0
3282,N,2021-10-18 00:00:00.000,2021-10-18 05:53:22.413,1.31,0.0049,84.09,77.51,0,0,0,0,0,0,DRI,0
3283,N,2021-10-18 00:00:00.000,2021-10-18 05:53:22.400,1.36,0.0036,84.11,77.41,0,0,0,0,0,0,DRI,0
3284,N,2021-10-18 00:00:00.000,2021-10-18 05:53:22.370,1.42,0.005,84.15,77.52,0,0,0,0,0,0,DRI,0
3285,N,2021-10-18 00:00:00.000,2021-10-18 05:53:22.353,1.38,0.0055,83.96,77.42,0,0,0,0,0,0,DRI,0
3278,N,2021-10-18 00:00:00.000,2021-10-18 05:28:52.410,0,0,0,0,0,5.82,0,0,0,1,LIME,0
3279,N,2021-10-18 00:00:00.000,2021-10-18 05:28:52.393,0,0,0,0,0,5.69,0,0,0,2,DOLO,0
3280,N,2021-10-18 00:00:00.000,2021-10-18 05:28:52.367,0,0,0,0,0,14.78,0,0,0,3,LIME,0
3281,N,2021-10-18 00:00:00.000,2021-10-18 05:28:52.330,0,0,0,0,0,5.71,0,0,0,4,LIME,0
3274,N,2021-10-17 00:00:00.000,2021-10-17 22:07:51.940,1.43,0.0035,83.8,77.14,0,0,0,0,0,0,DRI,0
3275,N,2021-10-17 00:00:00.000,2021-10-17 22:07:51.930,1.47,0.0042,83.93,77.36,0,0,0,0,0,0,DRI,0
3276,N,2021-10-17 00:00:00.000,2021-10-17 22:07:51.907,1.36,0.0038,84.03,77.42,0,0,0,0,0,0,DRI,0
3277,N,2021-10-17 00:00:00.000,2021-10-17 22:07:51.893,1.34,0.0052,84.14,77.47,0,0,0,0,0,0,DRI,0
3270,N,2021-10-17 00:00:00.000,2021-10-17 21:55:51.943,0,0,0,0,0,5.93,0,0,0,1,LIME,0
3271,N,2021-10-17 00:00:00.000,2021-10-17 21:55:51.937,0,0,0,0,0,5.34,0,0,0,2,DOLO,0
3272,N,2021-10-17 00:00:00.000,2021-10-17 21:55:51.907,0,0,0,0,0,15.37,0,0,0,3,LIME,0
3273,N,2021-10-17 00:00:00.000,2021-10-17 21:55:51.873,0,0,0,0,0,5.89,0,0,0,4,LIME,0
3264,N,2021-10-17 00:00:00.000,2021-10-17 14:07:51.490,1.35,0.004,83.79,77.26,0,0,0,0,0,0,DRI,0
3265,N,2021-10-17 00:00:00.000,2021-10-17 14:07:51.447,1.49,0.0034,83.64,77.02,0,0,0,0,0,0,DRI,0
3266,N,2021-10-17 00:00:00.000,2021-10-17 14:07:51.443,1.46,0.0048,83.73,77.16,0,0,0,0,0,0,DRI,0
3267,N,2021-10-17 00:00:00.000,2021-10-17 14:07:51.423,1.5,0.0054,83.85,77.41,0,0,0,0,0,0,DRI,0
3260,N,2021-10-17 00:00:00.000,2021-10-17 13:40:51.513,0,0,0,0,1.6,5.7,1.84,89.07,0,1,LIME,0
3261,N,2021-10-17 00:00:00.000,2021-10-17 13:40:51.497,0,0,0,0,1.5,5.18,30.46,61.31,0,2,DOLO,0
3262,N,2021-10-17 00:00:00.000,2021-10-17 13:40:51.467,0,0,0,0,1.61,14.26,1.72,80.48,0,3,LIME,0
3263,N,2021-10-17 00:00:00.000,2021-10-17 13:40:51.397,0,0,0,0,1.55,5.14,1.72,90.02,0,4,LIME,0
3247,N,2021-10-16 00:00:00.000,2021-10-16 21:56:50.507,1.4,0.0051,83.61,77.01,0,0,0,0,0,0,DRI,0
3248,N,2021-10-16 00:00:00.000,2021-10-16 21:56:50.500,1.48,0.0045,83.72,77.26,0,0,0,0,0,0,DRI,0
3249,N,2021-10-16 00:00:00.000,2021-10-16 21:56:50.473,1.53,0.0049,83.64,77.08,0,0,0,0,0,0,DRI,0
3250,N,2021-10-16 00:00:00.000,2021-10-16 21:56:50.463,1.56,0.0055,83.7,77.21,0,0,0,0,0,0,DRI,0
3244,N,2021-10-16 00:00:00.000,2021-10-16 21:54:50.517,1.39,0.0076,83.4,76.57,0,0,0,0,0,0,DRI,0
3245,N,2021-10-16 00:00:00.000,2021-10-16 21:54:50.480,1.51,0.0062,83.42,76.84,0,0,0,0,0,0,DRI,0
3246,N,2021-10-16 00:00:00.000,2021-10-16 21:54:50.460,1.57,0.0053,83.49,77.05,0,0,0,0,0,0,DRI,0
3240,N,2021-10-16 00:00:00.000,2021-10-16 21:52:50.543,0,0,0,0,0,5.1,0,0,0,1,LIME,0
3241,N,2021-10-16 00:00:00.000,2021-10-16 21:52:50.517,0,0,0,0,0,5.4,0,0,0,2,DOLO,0
3242,N,2021-10-16 00:00:00.000,2021-10-16 21:52:50.490,0,0,0,0,0,14.5,0,0,0,3,LIME,0
3243,N,2021-10-16 00:00:00.000,2021-10-16 21:52:50.463,0,0,0,0,0,5,0,0,0,4,LIME,0
3232,N,2021-10-16 00:00:00.000,2021-10-16 17:11:50.180,1.57,0.0053,83.49,77.05,0,0,0,0,0,0,DRI,0
3228,N,2021-10-16 00:00:00.000,2021-10-16 14:44:20.093,0,0,0,0,1.58,5.28,1.72,89.64,0,1,LIME,0
3229,N,2021-10-16 00:00:00.000,2021-10-16 14:44:20.080,0,0,0,0,1.59,5.9,30.1,60.84,0,2,DOLO,0
3230,N,2021-10-16 00:00:00.000,2021-10-16 14:44:20.057,0,0,0,0,1.65,15.24,1.92,79.28,0,3,LIME,0
3231,N,2021-10-16 00:00:00.000,2021-10-16 14:44:20.037,0,0,0,0,1.57,4.8,1.62,90.35,0,4,LIME,0
3224,N,2021-10-16 00:00:00.000,2021-10-16 06:14:19.583,1.36,0.0076,83.42,76.78,0,0,0,0,0,0,DRI,0
3225,N,2021-10-16 00:00:00.000,2021-10-16 06:14:19.577,1.32,0.0079,83.47,76.85,0,0,0,0,0,0,DRI,0
3226,N,2021-10-16 00:00:00.000,2021-10-16 06:14:19.567,1.26,0.0068,83.36,76.56,0,0,0,0,0,0,DRI,0
3227,N,2021-10-16 00:00:00.000,2021-10-16 06:14:19.537,1.23,0.0074,83.48,76.88,0,0,0,0,0,0,DRI,0
3220,N,2021-10-16 00:00:00.000,2021-10-16 06:11:49.570,0,0,0,0,0,5.64,0,0,0,1,LIME,0
3221,N,2021-10-16 00:00:00.000,2021-10-16 06:11:49.563,0,0,0,0,0,5.13,0,0,0,2,DOLO,0
3222,N,2021-10-16 00:00:00.000,2021-10-16 06:11:49.560,0,0,0,0,0,14.17,0,0,0,3,LIME,0
3223,N,2021-10-16 00:00:00.000,2021-10-16 06:11:49.530,0,0,0,0,0,5.18,0,0,0,4,LIME,0
3209,N,2021-10-15 00:00:00.000,2021-10-15 22:02:19.110,1.22,0.0065,83.56,76.69,0,0,0,0,0,0,DRI,0
3210,N,2021-10-15 00:00:00.000,2021-10-15 22:02:19.097,1.25,0.0057,83.65,76.84,0,0,0,0,0,0,DRI,0
3211,N,2021-10-15 00:00:00.000,2021-10-15 22:02:19.070,1.34,0.007,83.52,77.01,0,0,0,0,0,0,DRI,0
3212,N,2021-10-15 00:00:00.000,2021-10-15 22:02:19.057,1.3,0.0064,83.37,76.82,0,0,0,0,0,0,DRI,0
3205,N,2021-10-15 00:00:00.000,2021-10-15 21:47:19.100,0,0,0,0,0,5,0,0,0,1,LIME,0
3206,N,2021-10-15 00:00:00.000,2021-10-15 21:47:19.087,0,0,0,0,0,5.2,0,0,0,2,DOLO,0
3207,N,2021-10-15 00:00:00.000,2021-10-15 21:47:19.063,0,0,0,0,0,11.85,0,0,0,3,LIME,0
3208,N,2021-10-15 00:00:00.000,2021-10-15 21:47:19.043,0,0,0,0,0,5.1,0,0,0,4,LIME,0
3204,N,2021-10-15 00:00:00.000,2021-10-15 13:59:18.563,1.27,0.0073,83.65,76.62,0,0,0,0,0,0,DRI,0
3202,N,2021-10-15 00:00:00.000,2021-10-15 13:57:18.590,1.26,0.0078,83.76,76.89,0,0,0,0,0,0,DRI,0
3203,N,2021-10-15 00:00:00.000,2021-10-15 13:57:18.570,1.26,0.0078,83.76,76.89,0,0,0,0,0,0,DRI,0
3201,N,2021-10-15 00:00:00.000,2021-10-15 13:55:48.567,1.24,0.0078,83.7,76.69,0,0,0,0,0,0,DRI,0
3198,N,2021-10-15 00:00:00.000,2021-10-15 13:43:18.610,1.35,0.0072,83.76,76.88,0,0,0,0,0,0,DRI,0
3199,N,2021-10-15 00:00:00.000,2021-10-15 13:43:18.603,1.24,0.0078,83.7,76.69,0,0,0,0,0,0,DRI,0
3200,N,2021-10-15 00:00:00.000,2021-10-15 13:43:18.540,1.21,0.0067,83.75,76.89,0,0,0,0,0,0,DRI,0
3194,N,2021-10-15 00:00:00.000,2021-10-15 06:10:18.177,1.26,0.0078,83.76,76.89,0,0,0,0,0,0,DRI,0
3195,N,2021-10-15 00:00:00.000,2021-10-15 06:10:18.160,1.34,0.0073,83.84,77.15,0,0,0,0,0,0,DRI,0
3196,N,2021-10-15 00:00:00.000,2021-10-15 06:10:18.137,1.23,0.0068,83.73,76.9,0,0,0,0,0,0,DRI,0
3197,N,2021-10-15 00:00:00.000,2021-10-15 06:10:18.113,1.38,0.0079,83.83,77.12,0,0,0,0,0,0,DRI,0
3190,N,2021-10-15 00:00:00.000,2021-10-15 06:07:18.160,0,0,0,0,0,5.73,0,0,0,1,LIME,0
3191,N,2021-10-15 00:00:00.000,2021-10-15 06:07:18.143,0,0,0,0,0,5.26,0,0,0,2,DOLO,0
3192,N,2021-10-15 00:00:00.000,2021-10-15 06:07:18.127,0,0,0,0,0,13.92,0,0,0,3,LIME,0
3193,N,2021-10-15 00:00:00.000,2021-10-15 06:07:18.107,0,0,0,0,0,5.94,0,0,0,4,LIME,0
3178,N,2021-10-14 00:00:00.000,2021-10-14 21:57:17.757,1.2,0.0072,83.91,77,0,0,0,0,0,0,DRI,0
3179,N,2021-10-14 00:00:00.000,2021-10-14 21:57:17.750,1.16,0.0077,83.8,76.79,0,0,0,0,0,0,DRI,0
3180,N,2021-10-14 00:00:00.000,2021-10-14 21:57:17.740,1.25,0.007,83.72,77.05,0,0,0,0,0,0,DRI,0
3181,N,2021-10-14 00:00:00.000,2021-10-14 21:57:17.693,1.31,0.0075,83.65,77.1,0,0,0,0,0,0,DRI,0
3177,N,2021-10-14 00:00:00.000,2021-10-14 16:18:38.223,1.23,0.0079,84.15,77.32,0,0,0,0,0,0,DRI,0
3142,N,2021-10-13 00:00:00.000,2021-10-14 13:28:21.227,0,0,0,0,1.55,5.92,1.8,88.95,0,1,LIME,0
3143,N,2021-10-13 00:00:00.000,2021-10-14 13:28:21.157,0,0,0,0,1.47,5.2,30.09,61.67,0,2,DOLO,0
3144,N,2021-10-13 00:00:00.000,2021-10-14 13:28:21.117,0,0,0,0,1.61,14.9,1.7,80.05,0,3,LIME,0
3145,N,2021-10-13 00:00:00.000,2021-10-14 13:28:21.087,0,0,0,0,1.64,6.1,1.65,88.87,0,4,LIME,0
3146,N,2021-10-13 00:00:00.000,2021-10-14 13:28:21.047,1.23,0.0072,84.06,77.41,0,0,0,0,0,0,DRI,0
3150,N,2021-10-13 00:00:00.000,2021-10-14 13:28:21.003,0,0,0,0,0,5.5,0,0,0,1,LIME,0
3151,N,2021-10-13 00:00:00.000,2021-10-14 13:28:20.967,0,0,0,0,0,15.4,0,0,0,3,LIME,0
3152,N,2021-10-13 00:00:00.000,2021-10-14 13:28:20.927,0,0,0,0,0,5.7,0,0,0,4,LIME,0
3153,N,2021-10-13 00:00:00.000,2021-10-14 13:28:20.900,1.33,0.006,84.01,77.17,0,0,0,0,0,0,DRI,0
3154,N,2021-10-13 00:00:00.000,2021-10-14 13:28:20.840,1.3,0.0073,84.08,77.36,0,0,0,0,0,0,DRI,0
3155,N,2021-10-13 00:00:00.000,2021-10-14 13:28:20.797,1.36,0.0069,84.16,77.55,0,0,0,0,0,0,DRI,0
3156,N,2021-10-13 00:00:00.000,2021-10-14 13:28:20.760,1.31,0.0063,84.23,77.69,0,0,0,0,0,0,DRI,0
3160,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.723,0,0,0,0,0,5.86,0,0,0,1,LIME,0
3161,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.690,0,0,0,0,0,5.96,0,0,0,2,DOLO,0
3162,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.653,0,0,0,0,0,14.73,0,0,0,3,LIME,0
3163,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.617,0,0,0,0,0,6.13,0,0,0,4,LIME,0
3164,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.580,1.26,0.0078,84.16,77.47,0,0,0,0,0,0,DRI,0
3165,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.540,1.29,0.0058,84.09,77.23,0,0,0,0,0,0,DRI,0
3166,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.503,1.23,0.0076,84.14,77.48,0,0,0,0,0,0,DRI,0
3167,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.473,1.18,0.0072,84.03,77.39,0,0,0,0,0,0,DRI,0
3170,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.417,0,0,0,0,1.59,5.68,1.78,89.17,0,1,LIME,0
3171,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.373,0,0,0,0,1.52,5.23,30.28,61.47,0,2,DOLO,0
3172,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.340,0,0,0,0,1.6,14.96,1.76,79.8,0,3,LIME,0
3173,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.307,0,0,0,0,1.58,6.8,1.72,88.05,0,4,LIME,0
3174,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.273,1.26,0.0067,84.02,77.21,0,0,0,0,0,0,DRI,0
3175,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.240,1.21,0.0081,83.88,76.82,0,0,0,0,0,0,DRI,0
3176,N,2021-10-14 00:00:00.000,2021-10-14 13:28:20.197,1.18,0.0076,84.12,77.17,0,0,0,0,0,0,DRI,0
